-0.160228, -0.308380, 0.133169
0.007862, -0.034882, 0.027838
-0.087180, -0.081353, 0.033233
0.003591, -0.101620, 0.130435
0.123829, -0.294257, 0.063213
0.042939, -0.255064, 0.076480
0.087566, -0.251208, 0.055793
0.026359, -0.244919, 0.167813
0.101539, -0.283174, -0.208955
0.052757, 0.177835, 0.003027
-0.082992, -0.054274, 0.006368
-0.038862, -0.071460, 0.104363
-0.009296, -0.046937, 0.070106
0.122139, -0.111298, 0.172755
0.063128, -0.110369, 0.080827
-0.017172, -0.097418, 0.122412
-0.042286, -0.083028, 0.059325
-0.060485, -0.041815, 0.345491
-0.014061, 0.009821, 0.019129
-0.082619, 0.117530, 0.047657
-0.175114, 0.237569, 0.403482
0.137093, -0.261746, 0.582254
0.212865, -0.338956, 0.217002
0.111704, -0.175184, 0.183347
-0.040742, -0.109816, 0.182291
0.019803, -0.068819, 0.155265
-0.232035, 0.026177, 0.244831
-0.075050, 0.289047, -0.005744
0.200750, -0.018413, -0.117602
0.007794, -1.012834, -0.172118
1.140047, -0.629609, -0.130100
0.276065, -0.369352, 0.055804
-0.003949, -0.171091, 0.228279
0.028342, -0.049913, 0.222044
-0.077527, -0.059048, 0.155456
-0.127181, -0.094041, 0.266182
-0.106231, -0.231819, 0.015924
0.476569, -0.036948, -0.174035
0.444177, 0.258119, 0.440210
0.965884, 0.266468, 0.123003
0.093773, 0.185702, 0.102808
0.058184, 0.124348, 0.250075
-0.086317, 0.109581, 0.222843
-0.081510, 0.038161, 0.096670
-0.173677, 0.079418, 0.285425
-0.073545, 0.136869, -0.001175
-0.032613, -0.087393, -0.013175
0.191734, -0.081706, 0.383630
0.098729, 0.299439, 0.663831
0.142124, 0.306856, 0.349018
-0.074347, 0.064007, 0.176908
0.061773, 0.112869, 0.194220
-0.038277, 0.021035, 0.097348
-0.218386, -0.022944, 0.299758
0.274173, -0.329885, 0.059371
0.028939, 0.031496, 0.045577
-0.130972, 0.270936, 0.371791
-0.026455, 0.415205, 0.459391
0.102125, 0.567021, 0.366911
-0.021226, 0.613359, 0.336363
0.063249, 0.444423, 0.296981
-0.079421, 0.241092, 0.186208
0.277638, 0.621467, 0.130881
