-0.082732, -0.599492, 0.197991
-0.038563, -0.888701, 0.239223
-0.066810, -1.454689, 0.338180
0.309300, -1.825966, 0.428467
0.737500, -2.075000, 0.177345
0.684211, -1.407895, -0.030379
0.802548, -1.012739, -0.088335
0.714600, -0.884812, 0.067866
0.533316, -0.313089, -0.246956
0.011628, -0.156977, 0.184083
-0.308335, -1.042136, 0.426031
0.028769, -1.955731, 1.037067
0.646623, -2.577397, 0.955134
1.604478, -2.559701, 0.618040
1.582886, -1.638104, -0.031245
1.107866, -1.086770, -0.011806
0.829942, -0.837754, 0.105973
0.973856, -0.248366, 0.345603
0.552110, -0.310832, 0.189632
0.601862, -0.718364, 0.506021
0.789052, -2.333494, 1.800551
2.784314, -4.236520, 2.041670
3.752357, -3.263359, 0.373162
3.045915, -1.696127, -0.187727
1.902985, -0.865672, -0.124336
1.541106, -0.527764, 0.140982
0.927418, 0.006689, 0.171078
1.578118, 0.102182, -0.012878
3.183984, -1.429593, -0.554274
4.707869, -6.673360, -0.657800
10.554149, -4.835060, -1.110002
7.240166, -2.729296, -1.163584
4.113399, -1.286653, -0.593894
2.832780, -0.331343, -0.290693
1.659756, -0.400960, -0.055500
1.401995, -0.232517, 0.059265
1.834139, -0.485491, -0.074575
4.966797, -0.939203, -0.600807
7.323533, -0.392291, 1.182177
10.541637, 0.516763, -0.096890
6.535485, 0.318317, -0.906867
4.204445, 0.254429, -0.535829
2.333034, 0.477325, -0.318863
1.420658, 0.129856, -0.249431
1.241553, 0.049315, 0.077894
0.825673, 0.140816, 0.011022
1.495167, -0.354098, 0.136687
3.281484, 0.287319, 1.996576
3.641190, 2.272364, 2.577152
3.579459, 2.127117, 0.897507
2.385604, 0.901289, -0.022851
2.306965, 0.879800, 0.031127
1.332458, 0.290343, 0.034508
1.046985, 0.231599, 0.223666
0.586770, -0.276231, 0.061415
0.626012, -0.152561, 0.191196
0.539463, 0.717893, 0.985475
1.031031, 1.640712, 1.140822
1.406075, 1.840306, 0.529442
1.205874, 1.514888, 0.174673
1.248627, 1.000062, 0.127974
1.040805, 0.529906, 0.073373
0.990244, 0.546341, -0.059151
