-0.115751, 0.015877, -0.029157
0.138845, -0.118657, 0.050096
0.071279, 0.035370, 0.133929
-0.011503, -0.088482, 0.091517
0.059896, -0.085231, 0.139543
0.050163, -0.114883, 0.184689
-0.066792, -0.132558, 0.120385
0.039485, -0.254752, 0.037111
-0.080511, -0.140174, 0.731796
0.046324, -0.343766, -0.064442
0.041652, 0.107787, 0.073588
-0.070868, -0.064078, 0.072555
-0.014905, -0.034535, 0.102739
0.018449, -0.018055, 0.100860
-0.049812, -0.059289, 0.077049
0.033778, 0.013628, 0.091500
-0.043016, 0.060364, 0.064023
-0.086921, -0.033694, 0.077130
-0.678132, 0.179765, -0.003187
0.189589, -0.015715, 0.021820
0.013138, -0.087932, 0.068301
0.057617, -0.009765, 0.083698
-0.001577, -0.060505, 0.086401
-0.015898, -0.006521, 0.140115
-0.005982, 0.024130, 0.140429
0.036654, -0.037327, 0.046678
-0.263046, 0.046292, 0.486694
0.044122, 0.108460, 0.131088
0.030379, -0.039999, 0.092126
0.046859, 0.048610, 0.080277
0.000933, 0.003889, 0.130905
0.024315, 0.064028, 0.187263
-0.064480, -0.071023, 0.120265
0.031043, -0.000872, 0.144715
0.023794, -0.005925, 0.060261
-0.119576, -0.076901, 0.285047
0.021914, -0.129790, 0.148544
0.017161, 0.001272, -0.046882
0.050362, -0.076258, 0.095326
-0.022063, 0.040316, 0.130851
0.015986, -0.044451, 0.127620
0.028613, 0.033423, 0.165542
-0.074425, -0.039118, 0.094464
-0.014572, 0.061123, 0.049357
-0.166507, 0.143230, 0.434795
0.201414, -0.029574, 0.179508
-0.004824, -0.065217, 0.075392
0.007621, 0.006753, 0.074670
-0.044991, 0.001102, 0.066014
0.061770, 0.035038, 0.095773
-0.001386, -0.041443, 0.073918
-0.048764, 0.032043, 0.079013
0.028379, -0.036828, 0.053137
-0.110814, -0.023850, 0.166168
-1.031482, 0.562132, 0.924562
0.372564, 0.324083, 0.154182
-0.070284, 0.148206, 0.284741
-0.027802, 0.119507, 0.249881
0.020623, 0.131807, 0.305685
0.050212, 0.291332, 0.353781
-0.141236, 0.110690, 0.282267
0.007207, 0.156961, 0.215492
-0.014818, 0.163870, 1.004835
