-0.103500, 0.092000, 0.120340
-0.112993, -0.109673, 0.200634
-0.108866, -0.121541, 0.236737
0.049593, -0.108130, 0.280523
0.003804, -0.111240, 0.249814
0.048416, -0.019628, 0.238699
0.017013, -0.144924, 0.169851
0.328477, 0.067634, 0.126819
0.139344, -0.327869, 0.025059
-0.376923, 0.060897, 0.078011
-0.111240, 0.030352, 0.183157
-0.072573, -0.207207, 0.205212
-0.246219, -0.099062, 0.222514
0.079646, 0.035398, 0.288712
0.006178, -0.053928, 0.163854
0.000000, 0.000000, 0.165043
0.050758, -0.013430, 0.134638
0.166163, 0.107707, 0.135941
-0.076271, -0.067797, 0.010586
0.000000, 0.000000, 0.192076
-0.184664, -0.252451, 0.182205
-0.026316, -0.070175, 0.146308
0.047216, 0.022349, 0.135206
0.040062, 0.145885, 0.102781
-0.003804, -0.128940, 0.057355
0.217276, -0.083333, 0.081417
0.083333, -0.050000, 0.066686
-0.149123, -0.017544, -0.012071
-0.099467, 0.141604, 0.050010
0.000000, 0.000000, 0.111340
-0.039202, 0.348937, -0.036238
0.250495, 0.406391, -0.017933
0.027639, 0.038951, 0.073433
-0.130229, 0.050607, -0.029029
0.045950, 0.031066, 0.026364
0.106267, -0.044421, -0.015602
-0.117702, 0.035790, -0.091656
0.085470, 0.153846, 0.043374
0.000000, 0.000000, 0.053675
-0.148005, -0.195222, -0.028046
-0.236842, 0.096491, -0.042451
0.000000, 0.000000, -0.060222
-0.045929, -0.138728, -0.097018
-0.041946, 0.105825, -0.068964
0.163934, 0.049180, -0.009346
-0.382114, 0.016260, -0.026397
-0.077586, 0.034483, 0.025961
-0.068966, 0.051724, 0.067410
0.223214, 0.133929, 0.015064
0.047009, 0.116326, -0.041822
0.035506, 0.139831, -0.059289
0.037261, 0.041065, -0.094983
0.045649, -0.017448, -0.061402
0.068376, 0.068376, -0.014227
-0.061406, 0.203251, 0.055842
-0.177419, -0.014293, 0.093940
-0.067173, 0.136146, 0.169717
-0.076923, 0.059829, 0.159180
0.171289, 0.114693, 0.022900
0.099664, 0.225351, -0.007701
0.007065, 0.200347, 0.016043
-0.050000, 0.083333, 0.050516
0.078125, 0.046875, 0.069673
