-0.334088, -0.599456, 0.045588
-0.000276, -0.115078, -0.118254
-0.002827, -0.378884, 0.025331
0.016612, -0.423635, 0.022464
-0.053168, -0.440622, 0.111211
0.243514, -0.358597, 0.220167
0.075037, -0.096004, 0.129476
0.084056, 0.019629, -0.108278
-0.499707, 0.844937, -0.655429
0.184490, 0.079212, -0.011968
-0.003469, -0.058897, 0.094387
0.024604, -0.080075, 0.044156
0.008252, -0.189711, 0.064783
-0.020389, -0.293219, 0.022291
-0.257733, -0.133997, 0.172087
-0.213400, 0.161647, -0.035883
-0.225591, 0.343468, 0.050911
0.135339, 0.245727, -0.811690
0.032305, -0.100146, 0.056836
0.034720, -0.116593, 0.068580
0.020606, -0.059197, 0.150110
0.034709, -0.157568, 0.070318
-0.570166, 0.137781, 0.029365
-0.677871, 0.364487, -0.134668
-0.870555, 0.290441, -0.206851
-0.337209, 0.250809, -0.257539
0.215213, 0.135630, -1.237778
0.013012, 0.040722, 0.072496
0.197875, 0.075519, 0.163535
-0.107111, 0.030362, 0.097475
0.030166, 0.088356, 0.126680
-0.439475, 0.347507, 0.132157
-0.525511, 0.239889, -0.019800
-0.758636, 0.392696, -0.140735
-0.638041, 0.611380, -0.052260
0.472153, -0.125554, -1.311027
-0.024288, 0.074049, 0.043244
0.096390, 0.020741, 0.087312
-0.118691, 0.144034, 0.043530
-0.146183, 0.219057, 0.007219
-0.313087, 0.282323, -0.001442
-0.429047, 0.332790, -0.062138
-0.700484, 0.274909, -0.171277
-0.280352, 0.467911, -0.071080
0.776436, -0.517284, -1.074959
-0.007497, 0.002818, -0.064733
-0.066049, 0.091688, 0.006045
0.092416, 0.002201, 0.078238
-0.158076, 0.193743, -0.062023
-0.111991, 0.261220, -0.034898
-0.139612, 0.250271, -0.185697
-0.033222, 0.138465, -0.179227
0.105848, -0.187543, -0.135380
0.571276, -0.416203, -0.638926
-0.581751, 0.567958, 0.324575
0.113058, 0.148315, -0.057258
-0.257904, 0.300895, -0.082239
-0.263756, 0.336453, -0.238248
-0.216653, 0.112699, -0.324717
-0.154540, -0.029324, -0.416915
0.131143, -0.215673, -0.514591
0.205807, -0.226230, -0.348382
0.636578, -0.141148, -0.811376
